time,open,high,low,close,Shape Stoch Cross Bull,Shape Stoch Cross Bear,Stoch Cross Bull,Stoch Cross Bear,Stoch Cross,EMA21,EMA55,EMA200,Volume,BBWP,Extreme Hi,Extreme Lo,MA 1,MA 2,%K,%D,RSI,RSI EMA,Positive Regular Div,Negative Regular Div,Positive Hidden Div,Negative Hidden Div
1438560000,3,3.00001,0.15,1.19999,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1439164800,0.79969,2.1,0.5,1.5893,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1439769600,1.50539,1.58,0.98998,1.35,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1440374400,1.33,1.35,1.08253,1.32,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1440979200,1.22,1.385,0.90001,1.34,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1441584000,1.27561,1.27561,0.88367,0.88557,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1442188800,0.96222,1,0.80129,0.94116,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1442793600,0.8611,0.91,0.68049,0.70077,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1443398400,0.70075,0.74001,0.5,0.60954,0,0,0,0,0,NaN,NaN,NaN,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1444003200,0.60777,0.65114,0.5701,0.59934,0,0,0,0,0,NaN,NaN,NaN,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1444608000,0.63899,0.65,0.48323,0.505,0,0,0,0,0,NaN,NaN,NaN,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1445212800,0.505,0.67,0.41101,0.62,0,0,0,0,0,NaN,NaN,NaN,NaN,90.9090909090909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1445817600,0.66221,1.34,0.65,0.99,0,0,0,0,0,NaN,NaN,NaN,NaN,58.333333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1446422400,0.97526,1.06,0.79,1,0,0,0,0,0,NaN,NaN,NaN,NaN,69.23076923076923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1447027200,1,1.078,0.73,0.91926,0,0,0,0,0,NaN,NaN,NaN,NaN,64.28571428571429,NaN,NaN,NaN,NaN,NaN,NaN,43.62130941182352,NaN,0,0,0,0
1447632000,0.92,1,0.6612,0.97,0,0,0,0,0,NaN,NaN,NaN,NaN,73.33333333333333,NaN,NaN,82.01153013653014,NaN,NaN,NaN,44.987370916439986,NaN,0,0,0,0
1448236800,0.92,0.95,0.81547,0.87,0,0,0,0,0,NaN,NaN,NaN,NaN,43.75,NaN,NaN,73.50896788396788,NaN,NaN,NaN,42.786973835499104,NaN,0,0,0,0
1448841600,0.86743,0.88846,0.79792,0.82499,0,0,0,0,0,NaN,NaN,NaN,NaN,41.17647058823529,NaN,NaN,66.3239684849162,NaN,NaN,NaN,41.79605198814537,NaN,0,0,0,0
1449446400,0.82224,0.97491,0.761,0.91993,0,0,0,0,0,NaN,NaN,NaN,NaN,38.88888888888889,NaN,NaN,60.22728413024346,NaN,NaN,NaN,44.70501675230466,NaN,0,0,0,0
1450051200,0.96279,1.0998,0.8,1.065,0,0,0,0,0,NaN,NaN,NaN,NaN,36.84210526315789,NaN,NaN,55.03057771533555,NaN,NaN,NaN,48.90705516713176,NaN,0,0,0,0
1450656000,0.9647,1.065,0.84,0.91799,0,0,0,0,0,0.958944761904762,NaN,NaN,NaN,35,NaN,NaN,50.57933822303876,NaN,NaN,NaN,45.16165610934622,NaN,0,0,0,0
1451260800,0.8521,0.97,0.84,0.96,0,0,0,0,0,0.9590406926406927,NaN,NaN,NaN,33.33333333333333,NaN,NaN,46.74689269199311,NaN,NaN,NaN,46.424311484010566,NaN,0,0,0,0
1451865600,0.96436,1,0.84158,1,0,0,0,0,0,0.9627642660369934,NaN,NaN,NaN,36.36363636363637,NaN,NaN,44.43950239680272,NaN,46.929717732398466,NaN,47.66004781636891,45.1166437201189,0,0,0,0
1452470400,1,1.33,1,1.32,0,0,0,0,0,0.9952402418518121,NaN,NaN,NaN,52.17391304347826,NaN,NaN,46.158260318286175,NaN,59.29027569041951,NaN,56.33665154155309,47.36064528440574,0,0,0,0
1453075200,1.33,2.3,1.1,2.1,0,0,0,0,0,1.095672947138011,NaN,NaN,NaN,95.83333333333334,NaN,NaN,57.1971654327411,NaN,69.17039474662961,58.4634627231492,69.57590332353182,51.80369689223096,0,0,0,0
1453680000,2.06164,2.87999,1.878,2.2004,0,0,0,0,0,1.1961026792163738,NaN,NaN,NaN,100,100,NaN,66.70890644768753,NaN,71.92539352552508,66.7953546541914,70.80308039199501,55.60357359218377,0,0,0,0
1454284800,2.20087,3,2,2.89791,0,0,0,0,0,1.350812435651249,NaN,NaN,NaN,100,100,NaN,74.1069272370903,NaN,79.25954258095761,73.45177695103744,77.57154671597742,59.9971682169425,0,0,0,0
1454889600,2.79224,6.47111,2.75,5.2,0,0,0,0,0,1.700738577864772,NaN,NaN,NaN,100,100,NaN,79.8609434066258,NaN,83.03618899749979,78.07370836799417,87.70347591756877,65.53842975706775,0,0,0,0
1455494400,5.2,5.98,3.32001,4.63,0,0,0,0,0,1.9670350707861561,NaN,NaN,NaN,96.42857142857143,NaN,NaN,83.54263852261371,NaN,84.07252819118908,82.12275325654883,78.2747744107896,68.08569868781211,0,0,0,0
1456099200,4.62,6.63996,4.5,6.49862,0,0,0,0,0,2.378997337078324,NaN,NaN,NaN,93.10344827586206,NaN,NaN,85.66726291222446,NaN,84.03807162693441,83.71559627187442,84.25191680419255,71.3189423110882,0,0,0,0
1456704000,6.34152,12,6,11.18745,0,0,0,0,0,3.1797657609802945,NaN,NaN,NaN,100,100,NaN,88.8523155983968,NaN,84.6083326785024,84.23964416554196,90.9673378870321,75.24862142627697,0,0,0,0
1457308800,11.10026,15.17999,8.49,14.39791,0,0,0,0,0,4.199597055436631,NaN,NaN,NaN,100,100,NaN,91.32957879875306,NaN,88.29807552032518,85.64815994192067,93.12811091507285,78.82451932403615,0,0,0,0
1457913600,14.39799,14.85,8.09114,10.3428,0,0,0,0,0,4.758070050396937,NaN,NaN,NaN,84.375,NaN,NaN,89.7841168434746,NaN,83.40248876016285,85.43629898633014,70.264317910298,77.11247904128852,0,0,0,0
1458518400,10.1752,12.5,9.93104,10.4348,0,0,0,0,0,5.274136409451761,NaN,NaN,NaN,81.81818181818183,NaN,NaN,88.01390906007622,NaN,81.41344829952887,84.37133752667229,70.44162167652155,75.77830756833512,0,0,0,0
1459123200,10.31723,12.13,10.31723,11.61449,0,0,0,0,0,5.850532190410692,NaN,NaN,NaN,70.58823529411765,NaN,NaN,84.14153711208543,NaN,82.3556224544906,82.39051983806077,72.69027323828732,75.16070070232556,0,0,0,0
1459728000,11.5782,11.64,7.3506,8.95092,0,0,0,0,0,6.132385627646084,NaN,NaN,NaN,57.14285714285714,NaN,NaN,78.14183045225693,NaN,75.54881497786586,79.77262857729511,61.34308907124099,72.39717837610864,0,0,0,0
1460332800,8.84286,10,7,9.3205,0,0,0,0,0,6.4222142069509855,NaN,NaN,NaN,38.88888888888889,NaN,NaN,69.41895454928625,NaN,69.95191120683982,75.95211621306544,62.22424741372407,70.36259218363173,0,0,0,0
1460937600,9.32,9.5067,7.65311,7.95,0,0,0,0,0,6.561103824500896,NaN,NaN,NaN,35.13513513513514,NaN,NaN,61.80032801280823,NaN,62.446627759971584,69.31578464822576,57.03259941509758,67.6965936299249,0,0,0,0
1461542400,7.98,9.419,7.09997,8.79,0,0,0,0,0,6.763730749546269,NaN,NaN,NaN,36.84210526315789,NaN,NaN,56.25405629066371,NaN,60.57264881284834,64.32372925988659,59.27538376222573,66.01235165638506,0,0,0,0
1462147200,8.85276,10.44999,8.43,9.535,0,0,0,0,0,7.015664317769335,NaN,NaN,NaN,28.205128205128204,NaN,NaN,50.02096116054471,NaN,59.49591584950172,60.83839747410722,61.20930026521146,65.05174137815034,0,0,0,0
1462752000,9.5,11.09,9.2135,9.93,0,0,0,0,0,7.280603925244851,NaN,NaN,NaN,27.500000000000004,NaN,NaN,45.01630312486811,NaN,57.446561491209344,59.17170871785314,62.233335397671496,64.48806018205457,0,0,0,0
1463356800,9.98492,14.85,9.98195,14.2,0,0,0,0,0,7.909639932040774,NaN,NaN,NaN,39.02439024390244,NaN,NaN,43.68476692909796,NaN,63.48661128382626,60.14302954151245,71.11157044786934,65.81276223521752,0,0,0,0
1463961600,14.1482,14.38,10.29,12.07017,0,0,0,0,0,8.287869938218885,NaN,NaN,NaN,42.857142857142854,NaN,NaN,43.500850468663494,NaN,66.38143088352257,62.43820121951939,63.13868884780288,65.27794755773459,0,0,0,0
1464566400,12.26999,14.39999,12,13.95997,0,0,0,0,0,8.803515398380805,NaN,NaN,NaN,48.837209302325576,NaN,NaN,44.68670798725507,NaN,73.24172547225562,67.70325587986815,66.70567072768706,65.56349219172509,0,0,0,0
1465171200,13.95997,15.75,13.76,15.66,0,0,0,0,0,9.426832180346187,NaN,NaN,NaN,50,NaN,NaN,45.86743954564283,NaN,80.5531126561075,73.39208967062858,69.55937588813791,66.36266893100765,0,0,0,0
1465776000,15.6,21.48995,10.1,12.23579,0,0,0,0,0,9.682191982132897,NaN,NaN,NaN,42.22222222222222,NaN,NaN,45.05739125154936,NaN,78.6262049293515,77.47368101923821,58.65433210787504,64.82100156638113,0,1,0,0
1466380800,12.2691,16.08479,10.31103,13.97,0,0,0,0,0,10.071992711029907,NaN,NaN,NaN,32.608695652173914,NaN,NaN,42.29101445168815,NaN,77.41999940620396,78.866438997221,61.91116450896414,64.23903415489772,0,0,0,0
1466985600,13.78068,14.323,11.36218,11.74531,0,0,0,0,0,10.224112464572643,NaN,NaN,NaN,27.659574468085108,NaN,NaN,39.03958334422081,NaN,68.09512046723707,74.71377493426418,55.83506441511715,62.55824020694161,0,0,0,0
1467590400,11.67186,11.899,9.30631,11.06043,0,0,0,0,0,10.300141331429677,NaN,NaN,NaN,25,NaN,NaN,35.919675934393965,NaN,59.995286332564426,68.50346873533516,54.07557461154088,60.86170708786147,0,0,0,0
1468195200,11.03429,12.69999,10.09876,11.24449,0,0,0,0,0,10.385991210390616,NaN,NaN,NaN,28.57142857142857,NaN,NaN,34.28673207595721,NaN,49.75349559862838,59.28130079947664,54.49063389900506,59.58749245009019,0,0,1,0
1468800000,11.14053,15.2392,10.92168,12.78798,0,0,0,0,0,10.604353827627833,NaN,NaN,NaN,28.000000000000004,NaN,NaN,32.88968050352228,NaN,39.859678433928615,49.86948678837383,57.9248027999161,59.25495452005537,0,0,0,0
1469404800,12.75819,13.87998,11.5,11.87998,0,0,0,0,0,10.72031984329803,NaN,NaN,NaN,27.450980392156865,NaN,NaN,31.68108047877441,NaN,37.294600168013964,42.30259140019033,55.281961873129276,58.46035599067015,0,0,0,0
1470009600,11.8905,12.0134,7,10.9762,0,0,0,0,0,10.743581675725482,NaN,NaN,NaN,21.153846153846153,NaN,NaN,29.341695073234796,NaN,32.57830927444076,36.57752929212779,52.70436720704628,57.309158233945375,0,0,0,0
1470614400,10.9599,12.49999,10.84396,11.13868,0,0,0,0,0,10.779499705204984,NaN,NaN,NaN,22.641509433962266,NaN,NaN,27.852764931174235,NaN,31.156951312231353,33.67662025156204,53.127494667788575,56.47282552071402,0,0,1,0
1471219200,11.18,11.50914,10.6566,11.17001,0,0,0,0,0,10.81500064109544,6.0635936363636365,NaN,NaN,12.962962962962962,NaN,NaN,24.54392004934951,NaN,31.282992694936837,31.672751093869664,53.21441220840415,55.821142858252045,0,0,0,0
1471824000,11.17971,11.40234,10.8,11.02,0,0,0,0,0,10.8336369464504,6.240608149350649,NaN,NaN,14.545454545454545,NaN,NaN,22.32203882626174,NaN,31.024779243544668,31.15490775023763,52.71041262491305,55.198996811584244,0,0,0,0
1472428800,11.02,12.54746,10.83836,11.60411,0,0,0,0,0,10.903679951318544,6.4321617868738405,NaN,NaN,12.5,NaN,NaN,20.139363531536908,NaN,29.663065319986156,30.656945752822566,54.51680057911634,55.062557565090664,0,0,0,0
1473033600,11.73946,12.24,11.35,11.75498,0,0,0,0,0,10.98107086483504,6.6222624373426315,NaN,NaN,12.280701754385964,NaN,NaN,18.39299424772559,NaN,29.51928750616807,30.069044023232976,54.99498927532222,55.049043907136976,0,0,0,0
1473638400,11.67891,13.05,11.67592,12.49792,1,0,1,0,1,11.118966240759127,6.83210735029468,NaN,NaN,12.068965517241379,NaN,NaN,16.98765452984021,NaN,31.269604104914094,30.150652310356122,57.37172861957427,55.51358084962443,0,0,0,0
1474243200,12.49629,14.45,12.3,13.05,0,0,0,0,0,11.294514764326479,7.054174944927013,NaN,NaN,20.33898305084746,NaN,NaN,17.732394201175154,NaN,33.46804739376832,31.41897966828351,59.10024824293591,56.23091432828673,0,0,0,0
1474848000,13.09,13.5,12.71005,13.15611,0,0,0,0,0,11.463750694842254,7.272101196893905,NaN,NaN,21.666666666666668,NaN,NaN,18.60667697128438,NaN,35.752504321961084,33.49671860688118,59.44066148000022,56.87286375862943,0,0,0,0
1475452800,13.15861,13.50886,11.9,12.06597,0,0,0,0,0,11.518497904402048,7.443310797004837,NaN,NaN,21.311475409836063,NaN,NaN,19.207743290962533,NaN,36.95560256131549,35.39205142568164,54.428524065637646,56.383995820031075,0,0,0,0
1476057600,12.00438,12.23998,11.6,11.97899,0,0,0,0,0,11.56036082218368,7.6052993399689495,NaN,NaN,19.35483870967742,NaN,NaN,19.240431161788063,NaN,37.38679797606847,36.698301619781695,54.037005446126926,55.91459774525025,0,0,0,0
1476662400,11.90028,12.8995,11.83001,12.02002,0,0,0,0,0,11.602148020166982,7.762967934970058,NaN,NaN,12.698412698412698,NaN,NaN,17.78664928103798,NaN,41.12708190374636,38.48982748037679,54.20435203650308,55.57254860350081,0,0,0,0
1477267200,12.02002,12.09,9.23786,11.26309,0,0,0,0,0,11.571324563788165,7.887972294435413,NaN,NaN,14.0625,NaN,NaN,16.95906055191843,NaN,43.426842654892674,40.64690751156918,50.54797322275584,54.567633527351816,0,0,0,0
1477872000,11.20768,12,10.37431,10.951,0,0,0,0,0,11.514931421625604,7.99736614106272,NaN,NaN,23.076923076923077,NaN,NaN,18.318585557475018,NaN,44.46027727005899,43.00473394289935,49.077989228958906,53.469704667673234,0,0,0,0
1478476800,10.951,11.0574,9.56002,10.12356,0,0,0,0,0,11.388443110568732,8.073301636024766,NaN,NaN,36.36363636363637,NaN,NaN,22.328596847733095,NaN,43.69787467556032,43.861664866837344,45.31532631686846,51.83882899751228,0,0,0,0
1479081600,10.08896,10.3726,9.40036,9.5,0,0,0,0,0,11.216766464153393,8.124255149023881,NaN,NaN,38.80597014925373,NaN,NaN,25.990235359182126,NaN,42.92800723106108,43.695386392226816,42.66093273629913,50.00324974526965,0,0,0,0
1479686400,9.50836,10.3,8.6,8.99205,0,0,0,0,0,11.014519512866721,8.155247822273028,NaN,NaN,39.705882352941174,NaN,NaN,29.038156913350804,NaN,41.65754854903374,42.761143485218405,40.5758868041534,48.1177771570464,0,0,0,0
1480291200,8.92498,9.04919,7.35019,7.36101,0,0,0,0,0,10.682382284424293,8.126882185763277,NaN,NaN,52.17391304347826,NaN,NaN,34.17943605337913,NaN,33.255608223512944,39.2803880012026,34.70960083744255,45.43614189312563,0,0,0,0
1480896000,7.35,8.89934,5.92005,8.22757,0,0,0,0,0,10.459217531294811,8.130478179128874,NaN,NaN,54.285714285714285,NaN,NaN,38.647497882786936,NaN,29.140678741471618,34.68461183800612,39.69783491245837,44.28848049699218,0,0,0,0
1481500800,8.2297,8.6,7.50347,7.8803,0,0,0,0,0,10.224770482995282,8.121543244159986,NaN,NaN,50.70422535211267,NaN,NaN,41.32677065374821,NaN,24.978529806200196,29.124938923728276,38.43068234289898,43.11692086617354,0,0,0,0
1482105600,7.88031,7.98554,7.10546,7.1544,0,0,0,0,0,9.945645893632076,8.087002414011415,NaN,NaN,51.388888888888886,NaN,NaN,43.56279692822392,NaN,21.07183218452244,25.06368024406477,35.85437065492188,41.664410823923205,0,0,0,0
1482710400,7.1544,8.5624,7.01012,8.1995,0,0,0,0,0,9.786905357847342,8.091020184939579,NaN,NaN,42.465753424657535,NaN,NaN,43.31900948298694,NaN,20.46852354723855,22.17296184598708,41.89395888455323,41.71032043604921,0,0,0,0
1483315200,8.1995,11.63786,8.1,10.27581,1,0,1,0,1,9.831351234406675,8.169048392620308,NaN,NaN,45.94594594594595,NaN,NaN,43.90277314142228,NaN,24.52275396824243,22.021036566667828,51.63658899404497,43.69557414764836,0,0,0,0
1483920000,10.30282,10.84499,9.16101,9.79079,0,0,0,0,0,9.827663849460613,8.226967735741011,NaN,NaN,48,NaN,NaN,44.813267998883994,NaN,31.278163021666803,25.423146845715948,49.54670656792603,44.86580063170389,0,0,0,0
1484524800,9.76,11,9.59111,10.78807,0,0,0,0,0,9.914973499509648,8.318435673750262,NaN,NaN,56.57894736842105,NaN,NaN,47.42786341433667,NaN,36.28112317969821,30.694013389869166,53.69644558226892,46.631929621816894,0,0,0,0
1485129600,10.671,11.1971,10.38,10.43361,0,0,0,0,0,9.962122272281498,8.393977613973467,NaN,NaN,50.649350649350644,NaN,NaN,48.143749466562,NaN,42.36374443040362,36.64101021058956,52.05755544993597,47.71705478744071,0,0,0,0
1485734400,10.46999,11.46718,10.42001,11.25399,0,0,0,0,0,10.079564792983179,8.496120913474416,NaN,NaN,57.692307692307686,NaN,NaN,50.26565129450549,NaN,51.66643322690197,43.43710027900129,55.44689291873284,49.26302241369913,0,0,0,0
1486339200,11.217,11.54367,10.4893,11.3649,0,0,0,0,0,10.196413448166526,8.598577309421758,NaN,NaN,49.36708860759494,NaN,NaN,50.06597069741426,NaN,60.21471559620485,51.414964417836835,55.90079867120663,50.590577665200634,0,0,0,0
1486944000,11.38991,13.58998,11.15677,12.80999,0,0,0,0,0,10.434011316515024,8.748984905513838,NaN,NaN,42.5,NaN,NaN,48.38464387576664,NaN,66.67575515303308,59.51896799204665,61.41647159218743,52.75575645059799,0,0,0,0
1487548800,12.7813,14.46989,12.2288,14.44,0,0,0,0,0,10.798192105922748,8.95223544460263,NaN,NaN,46.913580246913575,NaN,NaN,48.05774084713263,NaN,75.72111793335453,67.53719622753084,66.50536227630845,55.50567761574008,0,0,0,0
1488153600,14.478,20.49,14.25,19.03258,0,0,0,0,0,11.546772823566135,9.312247750152537,NaN,NaN,71.95121951219512,NaN,NaN,53.36740277270207,NaN,81.20900900060234,74.53529402899666,76.0786011883419,59.620262330260445,0,0,0,0
1488758400,19.05001,23.398,15.56,23.30013,0,0,0,0,0,12.615259839605578,9.811814973361376,NaN,NaN,83.13253012048193,NaN,NaN,59.98187551665315,NaN,87.86959543189782,81.5999074552849,81.39883128595875,63.97597612140011,0,0,0,0
1489363200,23.31,51.9,23.16007,42.36041,0,0,0,0,0,15.319364399641435,10.974264795741327,NaN,NaN,92.85714285714286,NaN,NaN,67.28749048120642,NaN,89.36389684563278,86.14750042604435,91.01280949398985,69.38334279591805,0,0,0,0
1489968000,42.36109,52.89999,37.6,49.99999,0,0,0,0,0,18.472148545128576,12.368040695893422,NaN,NaN,96.47058823529412,NaN,NaN,73.77262331544813,NaN,91.9996565947427,89.74438295742446,92.65208489450112,74.03709121563466,0,0,0,0
1490572800,49.99218,54.97531,46.60152,48.4995,0,0,0,0,0,21.201907768298707,13.658449956754371,NaN,NaN,91.86046511627907,NaN,NaN,77.79214371563279,NaN,91.49439038405421,90.95264794147658,89.21024234757314,77.07172144202235,0,1,0,0
1491177600,48.32507,48.4977,41.01,43.93521,0,0,0,0,0,23.268571607544278,14.739762815441715,NaN,NaN,89.65517241379311,NaN,NaN,80.42837231522397,NaN,87.80175063053014,90.43193253644237,79.53188036472679,77.56375322656324,0,0,0,0
1491782400,43.80009,50.961,42.1,48.55612,0,0,0,0,0,25.56743964322207,15.947489857747367,NaN,NaN,85.22727272727273,NaN,NaN,81.49479462901259,NaN,87.23840046161199,88.84484715873214,81.69685059961111,78.39037270117281,0,0,0,0
1492387200,48.11168,50.7348,45.27637,48.50386,0,0,0,0,0,27.65256876656552,17.110217362827818,NaN,NaN,75.28089887640449,NaN,NaN,80.11392890621079,NaN,85.08306557916754,86.70773889043657,81.59173994122376,79.030646149183,0,0,0,0
