time,open,high,low,close,Shape Stoch Cross Bull,Shape Stoch Cross Bear,Stoch Cross Bull,Stoch Cross Bear,Stoch Cross,EMA21,EMA55,EMA200,Volume,BBWP,Extreme Hi,Extreme Lo,MA 1,MA 2,%K,%D,RSI,RSI EMA,Positive Regular Div,Negative Regular Div,Positive Hidden Div,Negative Hidden Div
1492992000,48.68,78.67571,48.40015,78.367,0,0,0,0,0,32.26297160596865,19.29795959986968,NaN,NaN,76.66666666666667,NaN,NaN,79.34787063075655,NaN,88.46915185055121,86.93020596377693,89.72614319339854,81.16974555802611,0,0,0,0
1493596800,78.36667,97,26,87.4,0,0,0,0,0,37.27542873269878,21.730175328445764,NaN,NaN,74.72527472527473,NaN,NaN,78.32062709620503,NaN,87.69818472072278,87.08346738348052,91.01891790111871,83.13958002664462,0,0,0,0
1494201600,87.4,91.8,70,88.33819,0,0,0,0,0,41.91749793881707,24.109032995286988,NaN,NaN,76.08695652173914,NaN,NaN,77.82425585743484,NaN,88.25485855910044,88.14073171012483,91.14356771024383,84.74037756336446,0,0,0,0
1494806400,88.76992,145.87111,83.2322,145.25,0,0,0,0,0,51.31136176256098,28.435496102598165,NaN,NaN,87.09677419354838,NaN,NaN,79.88481548768229,NaN,91.92980447693374,89.29428258558566,95.3550769446954,86.86331743963065,0,0,0,0
1495411200,145.29998,207.55,110,168.28644,0,0,0,0,0,61.945459784146344,33.430172670362516,NaN,NaN,90.42553191489363,NaN,NaN,82.22719691595148,NaN,90.84138133477194,90.34201479026872,96.1526010570925,88.72117416312302,0,0,0,0
1496016000,168.28664,249.99,160,245.351,0,0,0,0,0,78.61869071286031,40.998773646421,NaN,NaN,92.63157894736842,NaN,NaN,84.53928181182191,NaN,92.76731231556056,91.8461660424221,97.62296510878964,90.50153235225635,0,0,0,0
1496620800,245.35041,347.4411,241,333.09999,0,0,0,0,0,101.75335428441846,51.4309599447631,NaN,NaN,96.875,NaN,NaN,87.28055252030593,NaN,92.12975125146578,91.9128149672661,98.38146064035301,92.07751800987567,0,0,0,0
1497225600,333.76,404.98998,265,349.5,0,0,0,0,0,124.2757766221986,62.076282803878705,NaN,NaN,88.65979381443299,NaN,NaN,87.5870505856675,NaN,91.58124031355612,92.15943462686084,98.47913800786486,93.35784200947352,0,0,0,0
1497830400,349.5,365.987,250.022,276.8101,0,0,0,0,0,138.1425332929078,69.74534770374018,NaN,NaN,85.71428571428571,NaN,NaN,87.17088061424933,NaN,87.78547873210651,90.49882343237614,76.45530330379594,89.977334268338,0,0,0,0
1498435200,276.81012,324.5,203,283.89,0,0,0,0,0,151.39230299355256,77.39337100003517,NaN,NaN,79.7979797979798,NaN,NaN,85.53245821063388,NaN,82.69602671820893,87.3542485879572,76.994950115071,87.3808574376846,0,0,0,0
1499040000,283.50021,286.51364,230.00002,236.39999,0,0,0,0,0,159.12027453959323,83.07217882146249,NaN,NaN,67,NaN,NaN,81.41413416382635,NaN,78.79970669926648,83.09373738319398,66.05788062027234,83.11626207420214,0,0,0,0
1499644800,236.98,240.29999,134.784,155.19999,0,0,0,0,0,158.76388503599384,85.64817207783882,NaN,NaN,66,NaN,NaN,77.98877101630939,NaN,68.21924131722358,76.57165824489967,52.36191386290121,76.96539243194195,0,0,0,0
1500249600,155.2,271.4,154,229.85,0,0,0,0,0,165.22625912363077,90.79823736077314,NaN,NaN,56.99999999999999,NaN,NaN,73.32459967935175,NaN,61.22654677021392,69.41516492890135,60.475191784795534,73.66735230251267,0,0,0,0
1500854400,229.2,231.89994,177.8,198.4549,0,0,0,0,0,168.24704465784615,94.64311816931696,NaN,NaN,62,NaN,NaN,70.80802197282914,NaN,54.49213526404981,61.31264111716245,56.144419698046335,70.1627657816194,0,0,0,0
1501459200,198.45291,274,190.19,265.67,0,0,0,0,0,177.1036769616783,100.75122109184136,NaN,NaN,56.00000000000001,NaN,NaN,67.51735042331156,NaN,53.80458803331053,56.50775668919143,62.3593326607457,68.60207915744466,0,0,0,0
1502064000,265.67,320,258.35,298.00001,0,0,0,0,0,188.09425269243482,107.79582069570417,NaN,NaN,48,NaN,NaN,63.18016144035343,NaN,54.264951765827085,54.18722502106248,64.93344206129191,67.86835173821412,0,0,0,0
1502668800,297.99789,307.99654,271.001,299.1474975,0,0,0,0,0,198.1900022203953,114.62980915300045,NaN,NaN,51,NaN,NaN,60.47345889805267,NaN,56.825612134173014,54.96505064443688,65.02486515036364,67.29965442064402,0,0,0,0
1503273600,298.90895,336.4925,295.650865,336.39,0,0,0,0,0,210.75363838217754,122.54981596896472,NaN,NaN,55.00000000000001,NaN,NaN,59.25713469848541,NaN,64.71201901344902,58.60086097114972,67.94580863363512,67.42888526324224,0,0,0,0
1503878400,336.39,372.17,323.68,340.54975,0,0,0,0,0,222.55328489288868,130.33552789864456,NaN,NaN,61,NaN,NaN,59.644438098821986,NaN,69.5802106034571,63.70594725035972,68.26461034902135,67.59603028039805,0,0,0,0
1504483200,340.376,340.386,275.58,300.9175,0,0,0,0,0,229.67730444808063,136.42774118797868,NaN,NaN,44,NaN,NaN,56.167896299083765,NaN,73.48501787925505,69.2590824987204,61.94344222320807,66.46551266896006,0,0,0,0
1505088000,300.92,313.095,226.865,270.185,0,0,0,0,0,233.35982222552784,141.20478614555088,NaN,NaN,39,NaN,NaN,52.3528082326207,NaN,72.62909195433859,71.89810681235026,57.497303124204635,64.67187076000897,0,0,0,0
1505692800,270.1875,301.8775,264.405,287.765,0,0,0,0,0,238.3057474777526,146.4390794974955,NaN,NaN,19,NaN,NaN,44.9410730698161,NaN,70.71103508193143,72.27504830517502,59.297081081948114,63.5969128243968,0,0,0,0
1506297600,287.6525,309.85,284.375,302.9025,0,0,0,0,0,244.17817952522964,152.0270588011564,NaN,NaN,13,NaN,NaN,37.843056832079185,NaN,69.06872840371796,70.80295181332933,60.834956049721136,63.04452146946167,0,0,0,0
1506902400,302.9,310.24,290.8825,307.14,0,0,0,0,0,249.9019813865724,157.5668067011151,NaN,NaN,12,NaN,NaN,32.100155313839366,NaN,66.05000013135692,68.60992120566878,61.27603419479348,62.69082401452803,0,0,0,0
1507507200,307.14,335.445,290.0575,327.7625,0,0,0,0,0,256.98021035142943,163.6452243189324,NaN,NaN,15,NaN,NaN,28.30012079965284,NaN,64.12036387616186,66.41303080374558,63.434310171438455,62.83952124591012,0,0,0,0
1508112000,327.7075,337.8025,291.98,296.555,0,0,0,0,0,260.5779185012995,168.39200202182766,NaN,NaN,11,NaN,NaN,24.4556495108411,NaN,63.98939002834427,64.71991801195436,58.15233164037344,61.90208332480278,0,0,0,0
